vinedo_id,timestamp,temp_aire,humedad_aire,presion_atm,punto_rocio
Cuartel_Syrah_4,2026-05-19T09:00:00,12.38,31.94,906.1,-4.27
Cuartel_Syrah_4,2026-05-19T10:00:00,14.94,28.15,906.2,-3.53
Cuartel_Syrah_4,2026-05-19T11:00:00,16.88,25.24,906.0,-3.2
Cuartel_Syrah_4,2026-05-19T12:00:00,18.07,23.4,905.4,-3.15
Cuartel_Syrah_4,2026-05-19T13:00:00,18.67,21.92,905.1,-3.44
Cuartel_Syrah_4,2026-05-19T14:00:00,18.42,22.12,905.0,-3.52
Cuartel_Syrah_4,2026-05-19T15:00:00,17.03,24.83,905.2,-3.17
Cuartel_Syrah_4,2026-05-19T16:00:00,11.88,37.16,905.6,-2.25
Cuartel_Syrah_4,2026-05-19T17:00:00,9.64,41.24,906.4,-2.81
Cuartel_Syrah_4,2026-05-19T18:00:00,8.94,42.89,907.1,-2.9
Cuartel_Syrah_4,2026-05-19T19:00:00,8.56,43.9,907.7,-2.96
Cuartel_Syrah_4,2026-05-19T20:00:00,8.08,45.23,908.0,-2.99
Cuartel_Syrah_4,2026-05-19T21:00:00,6.91,49.01,908.1,-2.98
Cuartel_Syrah_4,2026-05-19T22:00:00,5.9,52.55,908.2,-3.0
Cuartel_Syrah_4,2026-05-19T23:00:00,5.33,54.52,908.5,-3.03
Cuartel_Syrah_4,2026-05-20T00:00:00,4.8,56.42,908.7,-3.06
Cuartel_Syrah_4,2026-05-20T01:00:00,4.25,58.47,908.8,-3.11
Cuartel_Syrah_4,2026-05-20T02:00:00,3.87,59.52,908.9,-3.2
Cuartel_Syrah_4,2026-05-20T03:00:00,3.68,59.78,909.1,-3.31
Cuartel_Syrah_4,2026-05-20T04:00:00,3.43,60.5,909.5,-3.41
Cuartel_Syrah_4,2026-05-20T05:00:00,3.2,60.96,910.0,-3.52
Cuartel_Syrah_4,2026-05-20T06:00:00,3.21,60.38,910.6,-3.63
Cuartel_Syrah_4,2026-05-20T07:00:00,7.06,47.65,911.0,-3.24
Cuartel_Syrah_4,2026-05-20T08:00:00,10.64,36.84,911.2,-3.42
Cuartel_Syrah_4,2026-05-20T09:00:00,12.93,31.57,911.2,-3.44
Cuartel_Syrah_4,2026-05-20T10:00:00,14.52,28.54,910.8,-3.42
Cuartel_Syrah_4,2026-05-20T11:00:00,15.54,26.63,910.3,-3.47
Cuartel_Syrah_4,2026-05-20T12:00:00,16.07,25.57,909.7,-3.56
Cuartel_Syrah_4,2026-05-20T13:00:00,16.06,25.41,909.3,-3.62
Cuartel_Syrah_4,2026-05-20T14:00:00,15.41,26.58,909.3,-3.57
Cuartel_Syrah_4,2026-05-20T15:00:00,14.12,29.34,909.5,-3.38
Cuartel_Syrah_4,2026-05-20T16:00:00,10.42,39.51,909.7,-2.71
Cuartel_Syrah_4,2026-05-20T17:00:00,8.36,45.14,910.0,-2.78
Cuartel_Syrah_4,2026-05-20T18:00:00,7.54,47.62,910.4,-2.79
Cuartel_Syrah_4,2026-05-20T19:00:00,6.81,49.93,910.7,-2.82
Cuartel_Syrah_4,2026-05-20T20:00:00,6.06,52.58,910.7,-2.85
Cuartel_Syrah_4,2026-05-20T21:00:00,5.4,55.04,910.6,-2.84
Cuartel_Syrah_4,2026-05-20T22:00:00,5.59,53.98,910.4,-2.93
Cuartel_Syrah_4,2026-05-20T23:00:00,5.93,52.38,909.9,-3.01
Cuartel_Syrah_4,2026-05-21T00:00:00,5.89,52.33,909.3,-3.05
Cuartel_Syrah_4,2026-05-21T01:00:00,5.77,52.73,908.6,-3.06
Cuartel_Syrah_4,2026-05-21T02:00:00,5.65,53.3,908.0,-3.03
Cuartel_Syrah_4,2026-05-21T03:00:00,5.53,54.04,907.7,-2.98
Cuartel_Syrah_4,2026-05-21T04:00:00,5.43,54.91,907.7,-2.86
Cuartel_Syrah_4,2026-05-21T05:00:00,5.26,56.9,908.2,-2.58
Cuartel_Syrah_4,2026-05-21T06:00:00,5.06,59.4,908.8,-2.19
Cuartel_Syrah_4,2026-05-21T07:00:00,5.88,58.34,909.4,-1.67
Cuartel_Syrah_4,2026-05-21T08:00:00,7.63,54.53,909.8,-0.99
Cuartel_Syrah_4,2026-05-21T09:00:00,9.83,48.19,909.9,-0.62
Cuartel_Syrah_4,2026-05-21T10:00:00,11.68,42.9,909.5,-0.49
Cuartel_Syrah_4,2026-05-21T11:00:00,13.14,40.09,908.7,-0.1
Cuartel_Syrah_4,2026-05-21T12:00:00,14.15,38.67,907.8,0.28
Cuartel_Syrah_4,2026-05-21T13:00:00,14.57,38.22,907.2,0.52
Cuartel_Syrah_4,2026-05-21T14:00:00,14.34,38.96,906.9,0.57
Cuartel_Syrah_4,2026-05-21T15:00:00,13.38,41.57,907.0,0.61
Cuartel_Syrah_4,2026-05-21T16:00:00,10.53,50.87,907.3,0.81
Cuartel_Syrah_4,2026-05-21T17:00:00,7.72,62.22,907.8,0.98
Cuartel_Syrah_4,2026-05-21T18:00:00,6.32,69.15,908.5,1.09
Cuartel_Syrah_4,2026-05-21T19:00:00,5.19,75.14,908.8,1.18
Cuartel_Syrah_4,2026-05-21T20:00:00,4.56,78.68,908.7,1.21
Cuartel_Syrah_4,2026-05-21T21:00:00,4.05,81.52,908.3,1.19
Cuartel_Syrah_4,2026-05-21T22:00:00,3.5,84.52,907.9,1.13
Cuartel_Syrah_4,2026-05-21T23:00:00,3.26,85.74,907.5,1.11
Cuartel_Syrah_4,2026-05-22T00:00:00,2.9,88.32,907.3,1.15
Cuartel_Syrah_4,2026-05-22T01:00:00,2.36,91.76,907.2,1.17
Cuartel_Syrah_4,2026-05-22T02:00:00,1.89,94.47,907.1,1.1
Cuartel_Syrah_4,2026-05-22T03:00:00,1.59,95.68,907.2,0.98
Cuartel_Syrah_4,2026-05-22T04:00:00,1.4,95.52,907.4,0.76
Cuartel_Syrah_4,2026-05-22T05:00:00,1.53,92.54,907.7,0.44
Cuartel_Syrah_4,2026-05-22T06:00:00,1.71,88.44,908.0,0.0
Cuartel_Syrah_4,2026-05-22T07:00:00,3.5,77.89,908.2,-0.01
Cuartel_Syrah_4,2026-05-22T08:00:00,6.74,62.88,908.3,0.14
Cuartel_Syrah_4,2026-05-22T09:00:00,9.93,51.81,908.0,0.45
Cuartel_Syrah_4,2026-05-22T10:00:00,12.73,44.48,907.4,0.9
Cuartel_Syrah_4,2026-05-22T11:00:00,14.58,40.36,906.5,1.22
Cuartel_Syrah_4,2026-05-22T12:00:00,15.85,37.8,905.7,1.46
Cuartel_Syrah_4,2026-05-22T13:00:00,16.43,37.02,905.0,1.71
Cuartel_Syrah_4,2026-05-22T14:00:00,16.24,38.08,904.7,1.97
Cuartel_Syrah_4,2026-05-22T15:00:00,15.17,41.46,904.8,2.2
Cuartel_Syrah_4,2026-05-22T16:00:00,11.66,53.09,905.1,2.46
Cuartel_Syrah_4,2026-05-22T17:00:00,9.16,63.39,905.5,2.59
Cuartel_Syrah_4,2026-05-22T18:00:00,8.05,69.32,906.1,2.79
Cuartel_Syrah_4,2026-05-22T19:00:00,7.03,75.51,906.4,3.01
Cuartel_Syrah_4,2026-05-22T20:00:00,6.19,81.38,906.4,3.24
Cuartel_Syrah_4,2026-05-22T21:00:00,5.32,87.4,906.2,3.41
Cuartel_Syrah_4,2026-05-22T22:00:00,4.57,92.59,906.1,3.47
Cuartel_Syrah_4,2026-05-22T23:00:00,3.99,96.25,905.9,3.42
Cuartel_Syrah_4,2026-05-23T00:00:00,4.21,93.16,905.6,3.16
Cuartel_Syrah_4,2026-05-23T01:00:00,4.27,89.75,905.1,2.68
Cuartel_Syrah_4,2026-05-23T02:00:00,4.3,86.21,904.7,2.13
Cuartel_Syrah_4,2026-05-23T03:00:00,4.46,82.8,904.2,1.68
Cuartel_Syrah_4,2026-05-23T04:00:00,4.6,80.94,903.9,1.42
Cuartel_Syrah_4,2026-05-23T05:00:00,4.65,79.63,903.8,1.19
Cuartel_Syrah_4,2026-05-23T06:00:00,4.66,78.74,903.9,1.0
Cuartel_Syrah_4,2026-05-23T07:00:00,5.32,75.7,904.2,1.13
Cuartel_Syrah_4,2026-05-23T08:00:00,6.53,70.96,904.2,1.42
Cuartel_Syrah_4,2026-05-23T09:00:00,7.86,66.8,904.0,1.83
Cuartel_Syrah_4,2026-05-23T10:00:00,9.84,60.3,903.4,2.33
Cuartel_Syrah_4,2026-05-23T11:00:00,12.23,51.9,902.5,2.5
Cuartel_Syrah_4,2026-05-23T12:00:00,14.06,45.73,901.5,2.48
Cuartel_Syrah_4,2026-05-23T13:00:00,15.31,41.82,900.9,2.39
Cuartel_Syrah_4,2026-05-23T14:00:00,15.48,41.27,900.7,2.38
Cuartel_Syrah_4,2026-05-23T15:00:00,14.39,44.9,900.8,2.59
Cuartel_Syrah_4,2026-05-23T16:00:00,11.47,55.53,901.0,2.9
Cuartel_Syrah_4,2026-05-23T17:00:00,9.74,63.19,901.4,3.11
Cuartel_Syrah_4,2026-05-23T18:00:00,8.58,68.5,901.9,3.12
Cuartel_Syrah_4,2026-05-23T19:00:00,7.21,74.65,902.1,2.95
Cuartel_Syrah_4,2026-05-23T20:00:00,6.14,79.75,902.1,2.74
Cuartel_Syrah_4,2026-05-23T21:00:00,5.25,84.01,902.0,2.46
Cuartel_Syrah_4,2026-05-23T22:00:00,4.76,85.4,901.8,2.08
Cuartel_Syrah_4,2026-05-23T23:00:00,4.65,83.66,901.4,1.6
Cuartel_Syrah_4,2026-05-24T00:00:00,4.38,82.46,901.1,1.05
Cuartel_Syrah_4,2026-05-24T01:00:00,4.27,80.65,900.9,0.57
Cuartel_Syrah_4,2026-05-24T02:00:00,4.1,79.66,900.6,0.19
Cuartel_Syrah_4,2026-05-24T03:00:00,3.78,78.93,900.2,-0.26
Cuartel_Syrah_4,2026-05-24T04:00:00,3.7,76.11,900.1,-0.86
Cuartel_Syrah_4,2026-05-24T05:00:00,3.3,72.73,900.4,-1.81
Cuartel_Syrah_4,2026-05-24T06:00:00,3.67,65.45,900.8,-2.79
Cuartel_Syrah_4,2026-05-24T07:00:00,5.6,54.19,901.2,-3.4
Cuartel_Syrah_4,2026-05-24T08:00:00,8.86,41.08,901.6,-3.97
Cuartel_Syrah_4,2026-05-24T09:00:00,12.09,31.58,901.7,-4.58
Cuartel_Syrah_4,2026-05-24T10:00:00,13.98,24.73,901.5,-6.17
Cuartel_Syrah_4,2026-05-24T11:00:00,15.26,22.09,901.0,-6.42
Cuartel_Syrah_4,2026-05-24T12:00:00,15.82,22.34,900.4,-5.73
Cuartel_Syrah_4,2026-05-24T13:00:00,15.79,24.46,900.0,-4.58
Cuartel_Syrah_4,2026-05-24T14:00:00,15.1,28.85,900.0,-3.03
Cuartel_Syrah_4,2026-05-24T15:00:00,13.82,36.1,900.5,-1.13
Cuartel_Syrah_4,2026-05-24T16:00:00,10.25,52.51,901.1,0.87
Cuartel_Syrah_4,2026-05-24T17:00:00,8.63,62.35,901.9,1.75
Cuartel_Syrah_4,2026-05-24T18:00:00,8.26,65.81,902.3,2.14
Cuartel_Syrah_4,2026-05-24T19:00:00,7.2,71.6,902.3,2.27
Cuartel_Syrah_4,2026-05-24T20:00:00,5.93,77.99,902.2,2.2
Cuartel_Syrah_4,2026-05-24T21:00:00,5.25,81.27,902.2,2.02
Cuartel_Syrah_4,2026-05-24T22:00:00,4.98,81.83,902.4,1.77
Cuartel_Syrah_4,2026-05-24T23:00:00,4.85,81.59,902.5,1.54
Cuartel_Syrah_4,2026-05-25T00:00:00,4.62,81.54,902.4,1.25
Cuartel_Syrah_4,2026-05-25T01:00:00,4.34,80.89,902.2,0.84
Cuartel_Syrah_4,2026-05-25T02:00:00,4.14,79.56,902.0,0.37
Cuartel_Syrah_4,2026-05-25T03:00:00,4.1,78.01,901.9,0.0
Cuartel_Syrah_4,2026-05-25T04:00:00,4.02,77.58,902.1,-0.16
Cuartel_Syrah_4,2026-05-25T05:00:00,3.89,77.62,902.5,-0.26
Cuartel_Syrah_4,2026-05-25T06:00:00,3.87,76.35,903.1,-0.52
Cuartel_Syrah_4,2026-05-25T07:00:00,6.35,64.58,903.9,-0.25
Cuartel_Syrah_4,2026-05-25T08:00:00,9.79,56.26,904.3,1.13
Cuartel_Syrah_4,2026-05-25T09:00:00,12.54,51.25,904.3,2.56
Cuartel_Syrah_4,2026-05-25T10:00:00,14.7,44.6,904.1,2.68
Cuartel_Syrah_4,2026-05-25T11:00:00,16.08,40.63,903.5,2.67
Cuartel_Syrah_4,2026-05-25T12:00:00,16.93,38.54,902.9,2.73
Cuartel_Syrah_4,2026-05-25T13:00:00,17.3,37.78,902.4,2.77
Cuartel_Syrah_4,2026-05-25T14:00:00,17.09,38.57,902.4,2.9
Cuartel_Syrah_4,2026-05-25T15:00:00,16.06,42.15,902.8,3.22
Cuartel_Syrah_4,2026-05-25T16:00:00,12.25,55.82,903.4,3.71
Cuartel_Syrah_4,2026-05-25T17:00:00,10.02,66.19,904.1,4.04
Cuartel_Syrah_4,2026-05-25T18:00:00,9.35,70.39,904.7,4.27
Cuartel_Syrah_4,2026-05-25T19:00:00,8.64,74.53,905.1,4.38
Cuartel_Syrah_4,2026-05-25T20:00:00,8.03,77.96,905.3,4.42
Cuartel_Syrah_4,2026-05-25T21:00:00,7.39,81.15,905.1,4.37
Cuartel_Syrah_4,2026-05-25T22:00:00,6.77,83.78,905.0,4.19
Cuartel_Syrah_4,2026-05-25T23:00:00,6.23,85.57,904.7,3.91
Cuartel_Syrah_4,2026-05-26T00:00:00,5.85,86.26,904.5,3.58
Cuartel_Syrah_4,2026-05-26T01:00:00,5.62,86.19,904.1,3.28
Cuartel_Syrah_4,2026-05-26T02:00:00,5.34,87.2,903.8,3.08
Cuartel_Syrah_4,2026-05-26T03:00:00,5.1,88.32,903.5,2.95
Cuartel_Syrah_4,2026-05-26T04:00:00,5.39,86.56,903.6,2.88
Cuartel_Syrah_4,2026-05-26T05:00:00,5.96,82.47,904.0,2.74
Cuartel_Syrah_4,2026-05-26T06:00:00,6.48,78.85,904.4,2.59
Cuartel_Syrah_4,2026-05-26T07:00:00,7.47,75.38,904.8,2.95
Cuartel_Syrah_4,2026-05-26T08:00:00,9.3,69.8,905.1,3.74
Cuartel_Syrah_4,2026-05-26T09:00:00,12.85,57.27,905.0,4.32
Cuartel_Syrah_4,2026-05-26T10:00:00,16.19,45.96,904.5,4.43
Cuartel_Syrah_4,2026-05-26T11:00:00,18.14,39.27,903.6,4.04
Cuartel_Syrah_4,2026-05-26T12:00:00,19.19,36.34,902.6,3.92
Cuartel_Syrah_4,2026-05-26T13:00:00,19.62,35.41,901.8,3.93
Cuartel_Syrah_4,2026-05-26T14:00:00,19.22,36.75,901.5,4.12
Cuartel_Syrah_4,2026-05-26T15:00:00,17.99,40.53,901.5,4.4
Cuartel_Syrah_4,2026-05-26T16:00:00,13.94,53.32,901.7,4.63
Cuartel_Syrah_4,2026-05-26T17:00:00,11.59,62.65,902.0,4.73
Cuartel_Syrah_4,2026-05-26T18:00:00,10.49,67.79,902.6,4.81
Cuartel_Syrah_4,2026-05-26T19:00:00,9.63,72.2,903.0,4.89
Cuartel_Syrah_4,2026-05-26T20:00:00,8.73,77.09,902.9,4.94
Cuartel_Syrah_4,2026-05-26T21:00:00,7.87,81.15,902.5,4.81
Cuartel_Syrah_4,2026-05-26T22:00:00,7.46,82.58,902.1,4.58
Cuartel_Syrah_4,2026-05-26T23:00:00,7.19,83.94,901.7,4.5
Cuartel_Syrah_4,2026-05-27T00:00:00,6.77,86.66,901.4,4.52
Cuartel_Syrah_4,2026-05-27T01:00:00,6.79,86.5,900.9,4.48
Cuartel_Syrah_4,2026-05-27T02:00:00,6.93,84.77,900.6,4.29
Cuartel_Syrah_4,2026-05-27T03:00:00,7.12,81.94,900.3,3.88
Cuartel_Syrah_4,2026-05-27T04:00:00,7.13,79.19,900.4,3.29
Cuartel_Syrah_4,2026-05-27T05:00:00,7.23,77.27,900.8,2.88
Cuartel_Syrah_4,2026-05-27T06:00:00,7.44,76.06,901.2,2.78
Cuartel_Syrah_4,2026-05-27T07:00:00,8.21,73.91,901.4,3.32
Cuartel_Syrah_4,2026-05-27T08:00:00,9.73,69.21,901.5,4.04
Cuartel_Syrah_4,2026-05-27T09:00:00,11.8,60.59,901.3,4.07
Cuartel_Syrah_4,2026-05-27T10:00:00,14.79,49.39,900.7,3.85
Cuartel_Syrah_4,2026-05-27T11:00:00,17.48,41.69,899.6,3.95
Cuartel_Syrah_4,2026-05-27T12:00:00,19.25,37.65,898.5,4.16
Cuartel_Syrah_4,2026-05-27T13:00:00,20.15,36.0,897.7,4.41
Cuartel_Syrah_4,2026-05-27T14:00:00,19.98,37.23,897.5,4.81
Cuartel_Syrah_4,2026-05-27T15:00:00,18.61,42.49,897.8,5.54
Cuartel_Syrah_4,2026-05-27T16:00:00,14.49,58.04,898.4,6.32
Cuartel_Syrah_4,2026-05-27T17:00:00,13.0,65.42,898.9,6.63
Cuartel_Syrah_4,2026-05-27T18:00:00,12.35,68.82,899.5,6.7
Cuartel_Syrah_4,2026-05-27T19:00:00,11.36,73.71,899.9,6.67
Cuartel_Syrah_4,2026-05-27T20:00:00,10.33,78.95,900.0,6.58
Cuartel_Syrah_4,2026-05-27T21:00:00,9.14,85.01,899.9,6.42
Cuartel_Syrah_4,2026-05-27T22:00:00,9.25,83.51,899.8,6.21
Cuartel_Syrah_4,2026-05-27T23:00:00,9.39,81.74,899.6,6.0
Cuartel_Syrah_4,2026-05-28T00:00:00,9.43,80.9,899.5,5.87
Cuartel_Syrah_4,2026-05-28T01:00:00,9.37,80.85,899.4,5.75
Cuartel_Syrah_4,2026-05-28T02:00:00,9.36,80.28,899.2,5.63
Cuartel_Syrah_4,2026-05-28T03:00:00,9.34,79.89,899.1,5.54
Cuartel_Syrah_4,2026-05-28T04:00:00,9.24,79.59,899.2,5.43
Cuartel_Syrah_4,2026-05-28T05:00:00,9.05,79.66,899.7,5.3
Cuartel_Syrah_4,2026-05-28T06:00:00,8.81,79.36,900.2,5.05
Cuartel_Syrah_4,2026-05-28T07:00:00,8.98,76.49,900.7,4.75
Cuartel_Syrah_4,2026-05-28T08:00:00,10.2,68.53,901.1,4.44
Cuartel_Syrah_4,2026-05-28T09:00:00,11.98,58.95,901.3,4.06
Cuartel_Syrah_4,2026-05-28T10:00:00,13.55,51.06,901.4,3.4
Cuartel_Syrah_4,2026-05-28T11:00:00,14.57,48.04,901.2,3.45
Cuartel_Syrah_4,2026-05-28T12:00:00,15.02,48.43,901.1,4.02
Cuartel_Syrah_4,2026-05-28T13:00:00,15.01,51.41,901.2,4.88
Cuartel_Syrah_4,2026-05-28T14:00:00,14.71,55.36,901.6,5.69
Cuartel_Syrah_4,2026-05-28T15:00:00,13.86,61.9,902.2,6.55
Cuartel_Syrah_4,2026-05-28T16:00:00,11.18,77.45,903.0,7.29
Cuartel_Syrah_4,2026-05-28T17:00:00,9.91,85.56,903.8,7.55
Cuartel_Syrah_4,2026-05-28T18:00:00,9.08,89.06,904.7,7.31
Cuartel_Syrah_4,2026-05-28T19:00:00,8.49,89.87,905.2,6.82
Cuartel_Syrah_4,2026-05-28T20:00:00,8.27,87.55,905.3,6.15
Cuartel_Syrah_4,2026-05-28T21:00:00,8.45,83.22,905.3,5.48
Cuartel_Syrah_4,2026-05-28T22:00:00,8.57,80.35,905.4,5.01
Cuartel_Syrah_4,2026-05-28T23:00:00,8.58,79.65,905.4,4.86
Cuartel_Syrah_4,2026-05-29T00:00:00,8.38,80.47,905.4,4.84
Cuartel_Syrah_4,2026-05-29T01:00:00,8.16,81.01,905.3,4.73
Cuartel_Syrah_4,2026-05-29T02:00:00,7.92,81.12,905.2,4.51
Cuartel_Syrah_4,2026-05-29T03:00:00,7.76,80.77,905.2,4.28
Cuartel_Syrah_4,2026-05-29T04:00:00,7.9,79.48,905.4,4.15
Cuartel_Syrah_4,2026-05-29T05:00:00,8.01,79.46,905.8,4.28
Cuartel_Syrah_4,2026-05-29T06:00:00,8.06,79.78,906.3,4.45
Cuartel_Syrah_4,2026-05-29T07:00:00,8.46,78.59,906.8,4.7
Cuartel_Syrah_4,2026-05-29T08:00:00,9.68,74.69,907.1,5.22
Cuartel_Syrah_4,2026-05-29T09:00:00,11.33,68.73,907.1,5.61
Cuartel_Syrah_4,2026-05-29T10:00:00,12.75,64.73,906.8,6.13
Cuartel_Syrah_4,2026-05-29T11:00:00,14.13,62.43,906.1,6.96
Cuartel_Syrah_4,2026-05-29T12:00:00,15.35,61.05,905.3,7.83
Cuartel_Syrah_4,2026-05-29T13:00:00,16.41,59.33,904.8,8.44
Cuartel_Syrah_4,2026-05-29T14:00:00,17.05,57.83,904.5,8.7
Cuartel_Syrah_4,2026-05-29T15:00:00,16.49,60.85,904.6,8.93
Cuartel_Syrah_4,2026-05-29T16:00:00,12.94,77.6,904.8,9.14
Cuartel_Syrah_4,2026-05-29T17:00:00,11.38,86.56,905.1,9.25
Cuartel_Syrah_4,2026-05-29T18:00:00,11.38,86.6,905.4,9.25
Cuartel_Syrah_4,2026-05-29T19:00:00,11.29,86.6,905.7,9.15
Cuartel_Syrah_4,2026-05-29T20:00:00,10.99,87.81,905.8,9.04
Cuartel_Syrah_4,2026-05-29T21:00:00,10.38,91.11,905.8,8.96
Cuartel_Syrah_4,2026-05-29T22:00:00,9.75,94.91,905.8,8.91
Cuartel_Syrah_4,2026-05-29T23:00:00,9.3,97.58,905.8,8.83
Cuartel_Syrah_4,2026-05-30T00:00:00,9.19,97.92,905.7,8.72
Cuartel_Syrah_4,2026-05-30T01:00:00,9.25,96.39,905.4,8.48
Cuartel_Syrah_4,2026-05-30T02:00:00,9.43,93.24,905.1,8.08
Cuartel_Syrah_4,2026-05-30T03:00:00,9.64,89.51,904.9,7.59
Cuartel_Syrah_4,2026-05-30T04:00:00,9.92,85.47,904.8,7.1
Cuartel_Syrah_4,2026-05-30T05:00:00,9.97,83.09,905.0,6.7
Cuartel_Syrah_4,2026-05-30T06:00:00,9.8,82.18,905.5,6.41
Cuartel_Syrah_4,2026-05-30T07:00:00,10.28,78.8,905.7,6.34
Cuartel_Syrah_4,2026-05-30T08:00:00,11.97,72.8,905.7,6.85
Cuartel_Syrah_4,2026-05-30T09:00:00,14.36,66.49,905.5,7.82
Cuartel_Syrah_4,2026-05-30T10:00:00,16.99,56.96,904.8,8.06
Cuartel_Syrah_4,2026-05-30T11:00:00,19.28,48.24,903.9,7.83
Cuartel_Syrah_4,2026-05-30T12:00:00,20.58,43.87,902.9,7.73
Cuartel_Syrah_4,2026-05-30T13:00:00,21.1,42.34,902.3,7.75
Cuartel_Syrah_4,2026-05-30T14:00:00,20.84,43.25,902.1,7.87
Cuartel_Syrah_4,2026-05-30T15:00:00,19.57,47.62,902.4,8.15
Cuartel_Syrah_4,2026-05-30T16:00:00,15.69,62.31,903.0,8.53
Cuartel_Syrah_4,2026-05-30T17:00:00,13.61,72.26,903.8,8.74
Cuartel_Syrah_4,2026-05-30T18:00:00,12.92,75.66,904.6,8.74
Cuartel_Syrah_4,2026-05-30T19:00:00,12.17,78.92,905.2,8.58
Cuartel_Syrah_4,2026-05-30T20:00:00,11.38,82.54,905.5,8.4
Cuartel_Syrah_4,2026-05-30T21:00:00,10.41,87.02,905.6,8.12
Cuartel_Syrah_4,2026-05-30T22:00:00,9.85,88.79,905.5,7.72
Cuartel_Syrah_4,2026-05-30T23:00:00,9.91,86.51,905.1,7.27
Cuartel_Syrah_4,2026-05-31T00:00:00,9.95,84.23,904.6,6.75
Cuartel_Syrah_4,2026-05-31T01:00:00,9.97,82.06,904.1,6.23
Cuartel_Syrah_4,2026-05-31T02:00:00,9.88,80.39,903.6,5.69
Cuartel_Syrah_4,2026-05-31T03:00:00,9.69,79.23,903.2,5.14
Cuartel_Syrah_4,2026-05-31T04:00:00,9.71,77.09,903.2,4.66
Cuartel_Syrah_4,2026-05-31T05:00:00,9.64,75.43,903.4,4.23
Cuartel_Syrah_4,2026-05-31T06:00:00,9.58,74.56,903.8,4.01
Cuartel_Syrah_4,2026-05-31T07:00:00,10.28,72.9,904.2,4.68
Cuartel_Syrah_4,2026-05-31T08:00:00,12.02,68.55,904.4,5.76
Cuartel_Syrah_4,2026-05-31T09:00:00,13.8,61.47,904.4,5.63
Cuartel_Syrah_4,2026-05-31T10:00:00,16.3,52.38,903.9,5.65
Cuartel_Syrah_4,2026-05-31T11:00:00,18.55,45.11,902.8,5.82
Cuartel_Syrah_4,2026-05-31T12:00:00,19.89,41.2,901.8,5.94
Cuartel_Syrah_4,2026-05-31T13:00:00,20.5,39.53,901.0,6.03
Cuartel_Syrah_4,2026-05-31T14:00:00,20.24,40.64,900.7,6.32
Cuartel_Syrah_4,2026-05-31T15:00:00,18.95,45.02,901.0,6.71
Cuartel_Syrah_4,2026-05-31T16:00:00,15.06,59.25,901.5,7.18
Cuartel_Syrah_4,2026-05-31T17:00:00,13.94,64.56,902.2,7.39
Cuartel_Syrah_4,2026-05-31T18:00:00,13.83,65.26,903.0,7.42
Cuartel_Syrah_4,2026-05-31T19:00:00,13.43,67.29,903.4,7.45
Cuartel_Syrah_4,2026-05-31T20:00:00,12.76,70.92,903.7,7.53
Cuartel_Syrah_4,2026-05-31T21:00:00,11.99,75.54,903.9,7.66
Cuartel_Syrah_4,2026-05-31T22:00:00,11.05,81.5,904.1,7.81
Cuartel_Syrah_4,2026-05-31T23:00:00,10.68,84.43,904.1,7.92
Cuartel_Syrah_4,2026-06-01T00:00:00,11.02,88.1,903.8,9.11
Cuartel_Syrah_4,2026-06-01T01:00:00,11.3,86.14,903.7,9.06
Cuartel_Syrah_4,2026-06-01T02:00:00,11.08,86.95,903.4,8.98
Cuartel_Syrah_4,2026-06-01T03:00:00,10.42,90.02,903.1,8.83
Cuartel_Syrah_4,2026-06-01T04:00:00,9.65,94.16,902.8,8.73
Cuartel_Syrah_4,2026-06-01T05:00:00,9.14,96.98,903.1,8.67
Cuartel_Syrah_4,2026-06-01T06:00:00,8.66,99.47,903.6,8.58
Cuartel_Syrah_4,2026-06-01T07:00:00,8.77,99.42,904.1,8.68
Cuartel_Syrah_4,2026-06-01T08:00:00,10.54,91.02,904.4,9.11
Cuartel_Syrah_4,2026-06-01T09:00:00,12.63,81.24,904.5,9.52
Cuartel_Syrah_4,2026-06-01T10:00:00,14.14,71.88,904.0,9.21
Cuartel_Syrah_4,2026-06-01T11:00:00,14.83,67.4,903.1,8.92
Cuartel_Syrah_4,2026-06-01T12:00:00,15.24,65.26,902.3,8.84
Cuartel_Syrah_4,2026-06-01T13:00:00,15.54,64.13,901.8,8.87
Cuartel_Syrah_4,2026-06-01T14:00:00,15.48,64.61,901.5,8.92
Cuartel_Syrah_4,2026-06-01T15:00:00,14.9,67.55,901.3,9.02
Cuartel_Syrah_4,2026-06-01T16:00:00,13.74,73.03,901.5,9.05
Cuartel_Syrah_4,2026-06-01T17:00:00,12.53,79.29,902.1,9.07
Cuartel_Syrah_4,2026-06-01T18:00:00,11.69,83.85,902.7,9.05
Cuartel_Syrah_4,2026-06-01T19:00:00,10.93,87.99,903.0,9.0
Cuartel_Syrah_4,2026-06-01T20:00:00,10.36,91.51,903.0,9.01
Cuartel_Syrah_4,2026-06-01T21:00:00,10.11,93.5,902.7,9.08
Cuartel_Syrah_4,2026-06-01T22:00:00,10.18,93.84,902.4,9.21
Cuartel_Syrah_4,2026-06-01T23:00:00,10.27,94.98,902.2,9.48
Cuartel_Syrah_4,2026-06-02T00:00:00,10.5,96.57,902.1,9.96
Cuartel_Syrah_4,2026-06-02T01:00:00,10.83,96.33,901.9,10.25
Cuartel_Syrah_4,2026-06-02T02:00:00,11.09,94.85,901.5,10.27
